2014-10-18 17:19:06,66.80
2014-10-18 17:19:07,66.80
2014-10-18 17:19:09,66.80
2014-10-18 17:19:11,66.80
2014-10-18 17:19:13,66.80
2014-10-18 17:19:15,66.80
2014-10-18 17:19:17,66.80
2014-10-18 17:19:19,69.44
2014-10-18 17:19:21,72.08
2014-10-18 17:19:23,73.84
2014-10-18 17:19:25,75.59
2014-10-18 17:19:27,75.59
2014-10-18 17:19:29,77.35
2014-10-18 17:19:31,76.47
2014-10-18 17:19:33,77.35
2014-10-18 17:19:35,77.35
2014-10-18 17:19:37,78.23
2014-10-18 17:19:39,78.23
2014-10-18 17:19:41,78.23
2014-10-18 17:19:43,77.35
2014-10-18 17:19:45,78.23
2014-10-18 17:19:47,78.23
2014-10-18 17:19:49,79.11
2014-10-18 17:19:51,78.23
2014-10-18 17:19:53,79.11
2014-10-18 17:19:55,77.35
2014-10-18 17:19:57,74.71
2014-10-18 17:19:59,73.84
2014-10-18 17:20:01,73.84
2014-10-18 17:20:03,72.96
2014-10-18 17:20:05,72.08
2014-10-18 17:20:07,72.08
2014-10-18 17:20:10,72.08
2014-10-18 17:20:12,70.32
2014-10-18 17:20:14,70.32
2014-10-18 17:20:16,69.44
2014-10-18 17:20:18,69.44
2014-10-18 17:20:20,68.56
2014-10-18 17:20:22,67.68
2014-10-18 17:20:24,66.80
2014-10-18 17:20:26,67.68
2014-10-18 17:20:28,68.56
2014-10-18 17:20:30,66.80
2014-10-18 17:20:32,63.29
2014-10-18 17:20:34,65.93
2014-10-18 17:20:36,66.80
2014-10-18 17:20:38,66.80
2014-10-18 17:20:40,66.80
2014-10-18 17:20:42,65.93
2014-10-18 17:20:44,65.93
2014-10-18 17:20:46,65.05
2014-10-18 17:20:48,62.41
2014-10-18 17:20:50,64.17
2014-10-18 17:20:52,65.05
2014-10-18 17:20:54,66.80
2014-10-18 17:20:56,65.05
2014-10-18 17:20:58,64.17
2014-10-18 17:21:00,65.05
2014-10-18 17:21:02,65.05
2014-10-18 17:21:04,65.05
2014-10-18 17:21:06,65.05
2014-10-18 17:21:08,65.93
2014-10-18 17:21:10,65.05
2014-10-18 17:21:12,65.05
2014-10-18 17:21:14,64.17
2014-10-18 17:21:16,65.05
2014-10-18 17:21:18,65.05
2014-10-18 17:21:20,65.05
2014-10-18 17:21:22,64.17
2014-10-18 17:21:24,64.17
2014-10-18 17:21:26,63.29
2014-10-18 17:21:28,65.05
2014-10-18 17:21:30,63.29
2014-10-18 17:21:32,63.29
2014-10-18 17:21:34,64.17
2014-10-18 17:21:36,64.17
2014-10-18 17:21:38,61.53
2014-10-18 17:21:40,63.29
2014-10-18 17:21:42,63.29
2014-10-18 17:21:44,62.41
2014-10-18 17:21:46,64.17
2014-10-18 17:21:48,61.53
2014-10-18 17:21:50,63.29
2014-10-18 17:21:52,63.29
2014-10-18 17:21:54,64.17
2014-10-18 17:21:56,63.29
2014-10-18 17:21:58,63.29
2014-10-18 17:22:00,63.29
2014-10-18 17:22:02,63.29
2014-10-18 17:22:04,63.29
2014-10-18 17:22:06,63.29
2014-10-18 17:22:08,62.41
2014-10-18 17:22:10,62.41
2014-10-18 17:22:12,62.41
